date;content
20/05/2025;Hoy se supone día de gym, pero es día de pista, no muy querías, pero es necesario considero yo, fuimos a Burguer, yo la hice y salió NEGATIVOOOO, estamos bien por ahora, estoy escribiendo temprano, no sé si vuelva a escribir en la noche, pero creo que hoy fue mi última vez que lloró contigo, la verdad creo que ya ha sido mucho y te estás cansando de eso, voy a reservarlo, quizá en algún momento vuelva a suceder, pero no quiero que te sientas mal por eso, no me gusta guardarme cosas, pero si esto te hace sentir mejor, creo que lo haré, o quién sabe, la verdad hace tiempo atrás también dije que me iba a guardar las cosas y pues, nunca sucede jajaja pero sí me duele a veces.
21/05/2025;Hoy fuimos al gym, solamente abdomen y spinning, estuvo interesante la vuelta, dándole a la bicicleta con todo jajajaja por la mañana y tarde todo tranqui, como cualquier día laboral, hoy te llevó a tu presentación/exposición, hubieron rositas, la verdad están bien bonitas y me alegra que te hayan gustado muchooooooo, te amoo hermosaaaaa, los nervios de la quedada de hoy fueron a otro niveeeeel, estuvimos viendo las posibilidades de entrar cuando no hubiera nadie, pero ya no pude, terminé entrando a las 10 de la nocheeeee, que nervioooooooos, pero se logró y disfrutamos nuestro tiempo juntoooooooos. 
22/05/2025;Comenzamos con cafecitooo de Burger jajajaja estuvimos muy tranquis disfrutando de la plática y de lo que haríamos hoy, quedamos en que vendrías a la casa y veríamos las pelis que tenemos pendientes en mi cuevita, el día transcurre tranqui sin novedad y llega la tarde donde vendremos a casa, al final no sale el plan como quería, aunque limpié bastante y tenía preparadas unas mascarillas para ponernos mientras la veíamos, los comentarios de acá de que si no me daba vergüenza la situación en que está mi cuevita me afectaron un poco, pero siempre te lo comparto, gracias por tus palabras y por quererme tal y como soy, junto con mis limitaciones, aunque tu comentario al final me dejó muy pensativo y triste, pensar que no solo te sientes incómoda conmigo, sino que también incómoda con mi familia y el estar acá, preguntaa para cuando leas esto, ¿Sigue siendo así? 
23/05/2025;"Hoy me tocó ir a Guate a saltar jajajaaj tenemos que ir a ese Sky Zone en Cayalá, tiene canchita de fútbol y está shida ajajjaa que mojadaaaaa me dí al regresar, hasta pensé que me resbalaría, ibamos hablando y todo fresh, se supone nos veríamos un rato, pero al final ya no se pudo ;( "
24/05/2025;Nuestro sábado de chamba empezó tranqui, por la noche fuimos a ver la pelí de Stich, pero antes de todo eso llegué a la tienda para ayudar con una lavadora, termiamos viendo TV con tu abuela, ya no terminamos de ver Kung Fu Panda, pero luego en tu casa abracitos bonitos y tú estando cómoda, luego fuimos a ver la peli y regresamos a comer tamales y paches, que estaban algo salados los que nos tocaron jajaj pero comida es comidaaaaa JAJAJJA te amo hermosa, amo estar contigooooooooooo
25/05/2025;"Dominguito de dominical y luego viene la noticia de que ya BAJOOOOOOO ajjajaja así que como el tiktok que te mostré <b>Que bien, que bien, ya todo está bien </b>, que cosas las de ahora jajajaja en la tarde me tocó llevar a mi madre a hacer un mandado (ver a mi hermana) y ya no me pude quedar contigo para la tarde de novios ;( pero por la noche aún nos vimos y eso es bonitooo, amo estar contigo y pasar tiempo a tu ladoooooo, te AMOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO"
26/05/2025;Lunes de NO gym jajaja estuvimos un poco desvelados porque no podías dormir, durante el día no tuviste mucho trabajo hoy, por lo que hubieron muchoooos reels en mi chat🤭 amo que me mandés muchoooooos, comienzan tus parciales y toco ayuda jajaja considero que fue rápido, así que todo bieeeen. 
27/05/2025;"Hoy si entrenamos duroo, yo pechito y tú pierna, actualización, aún no hay besitoooooos ;( aún no se quita ese cosooo, aunque ya se ve bien secoooooo, quiero besitos, quiero besitooooos, hoy tienes tu parcial más complicado y solo espero que te salga bien, te amo preciosa."
28/05/2025;Entrenamos piernitaaaaa, estuvo shido, es tu último día de parciales y mi chamba comienzaaa jajaja ayudarte a darte las respuestas JAJAJJA aunque al parecer hoy estuvo complicado porque se pusieron enfrente tuyo, lograste responder las primeras series, pero la última ya ni que decir jajajaja veremos como te va. 
29/05/2025;Buen entreno el del día de hoy, incluso inició la planeación para quedarnos a mimir hoy juntitos, no tienes clases entonces facilitaría un poco, aunque tú papá siempre está ahí, entonces se complica la vueltaaaa 🫠 salimos, comimos un poco y luego regresamoos, tarde 9:40 y aún estaban por ahí, resulta que tuve que ir a caminar un ratito jajaja para luego entrar corriendo a las 10:00, que bonitoooooo es quedarme contigoooooooooooooo, amarte y sentirme amado por tiiiiiiiiii, que se repitaaaaaaaaaaaaaaaaaaaaaaaaaaaaa 🤭🤭
30/05/2025;Tengo invitación a ir a la playa contigoooo, aunque también veremos si se logra dar jajaja esperemooos que sí jajajajaja fuimos a un buffet de tacos y nos mojamos bastanteeeee jajajajajaja comí bastanteee, aunque siento que no di todo jajaja quería quedarme contigo nuevamenteeeeeeeeeeeeeeeeeeeee, me quedé con tus llaves y tocó subir corriendo jajaja parecía tambito corriendo JAJAJAJAJA 
31/05/2025;"Hoy hay final de Champions y no está el Barcitaaaaaaa ;( que triste noticia la que me dieron, fui contigo un ratito, pasar mi día a tu lado y luego me fui a acompañar a mi bro un rato al velorio, pero quedamos en que al regresar me quedaría contigoooo, me abriste la puerta a media nocheee jajaja y disfrutamos de dormir juntoooooos 🥹😍 te amo tantoooooooooooooo"
1/06/2025;Domingo de dominical, con sueñoooooo, nuestra conversiones solamente fueron en la mañana de que si había regresado bien y luego todo el día juntoooooooooooooooooooooooooooos, amo pasar mi tiempo a tu lado, te ayudé con tu coso de Excel, buscando buenas formas de hacerlo ajaja y por último regresé contigo, siento que estar todo el día a tu lado me hace bieeen. 
2/06/2025;Hoy tocó día presencial en Guateeee, que perezaaaaaaaaaaaaaa jajajaja no tenía ánimos de venir, pero me tocó grabación y espero que haya salido muy bien, más tardecito tú fuiste a la reunión general, yo no pude, estoy en mis últimas clases, resulta que no estás bien, tu papá se fue a otro cuarto y estuviste llorando conmigo, quiero ser siempre ese apoyo para ti, verificamos que si estuviera y que no se hubiera ido, pero todo bien. 
3/06/2025;Hoy por dormirnos tarde, ya no fuimos al gym, lo importante es descansar y que tú hayas dormido bien, se te antojó un tamalito de elote y a mi un atol de elote jajajajaja dijiste que llevarías y que llegara contigo, aunque al final no estaban shidos los tamalitos, yo pensé que me llevarías mi atol jajajaja al menos eso entendí, pero quedamos en que iremos a tomar atol un día jaajaja nuevo día contigoooo, que bonitoooooooo
4/06/2025;El día de hoy decidimos tener nuestra semana de descanso del gym, me quedé dormido, ibamos a ir, pero me dolía un poco la cabeza y los ojos, estoy empezando a sentirme mal, no tenía contemplado ir a visitarte el día de hoy, pero me invitaron a comer tacooooos y ni como rechazar una invitación jajajja pasamos tiempo juntos y comimos taquitooos, los días que no vamos al gym comemos más JAJAJ
5/06/2025;Aún no hay gyyymmm, hoy me sentía bastante estresado, me duele mucho la espalda, hombros y cuello, mi cuerpo está resintiendo mucho todo esto de que me digas que quieres terminar, quise ir al sauna por el calor, pero no se puede, más tarde fuimos por pestañas jaja hoy fuimos todos, tan HERMOSAAAA que te ves con tus pestañas, regresamos y pasamos por hamburguesitas y por fin pagué mi deuda con tu mamá JAJAJAJ 
6/06/2025;Seguimos en semana de descanso de gym y durante el día no hubo mayor detalle que considerar, por la tarde/noche me tienes visitandote nuevamenteeeee, se supone que iríamos al cumpleaños de Mily jajaja pero al final terminamos yendo por pizza, han sido días de comer bastanteeeee, estuvimos todo el tiempo en la tienda, platicando y molestando un poco, me siento bien estando contigo. 
7/06/2025;Hoy fue medio día de chamba, teníamos previsto el almuerzo con mi familia y nos combinamos para ir shidooooos, todo bien, alegreeee, nos ganó el deseo por un momentitoooo, pero luego ordenamos rápidamente todo acá en la casa, después del pastelito y que hayas vistos mis fotos de bebé jajajaja fuimos a tu casa, donde completamos el día, me hiciste colochos JAJAJAJ y luego al baño a quitarlos con agua, donde nuevamente nos ganó un poco el deseo, me gusta tocarte jajaj solamente no quiero hacerte sentir incómoda mientras hago eso, bajamos y todavía pasé un ratito en tu casa, donde tú mamá se empezó a desahogar un poco, luego mi hermana me llamó para ir a traer a mis sobrinos y no pudimos concluir la plática, pero si regresé a dejarte tus llaves jajaaj 
8/06/2025;Dominguito full de novios, aunque a medio día estabas rara conmigo, que no querías que estuviera contigo, al final pasé mi día a tu lado, incluso fuimos a hacer el súper jajajaja que bonita sensación el sentir que ya estoy siendo parte de todo, amo estar contigo, al regresar vimos una película y por la hora, ya no pudimos completar la segunda.
9/06/2025;"Es lunes así que no fuimos al gym, el día de hoy tuviste más tiempo libre y que bonito recibir tantos reel´s, vídeos y más mensajitos bonitoos, habíamos acordado en ir a la reunión de dominical más tarde, pero al final por la lluvia y que llegaste un poco tarde ya no se pudo, mis tontos pensamientos nuevamente inician una discusión y se llega al punto de ""terminar"", realmente me duele sentir eso, pero ya no sé que hacer, llegamos a un acuerdo, pero <b>¿Realmente podremos seguir juntos?</b>, mencionaste algo muy interesante <i>""No estamos hechos para ser pareja""</i>, eso dolió, pero me lo guardó, quiero comprender tus sentimientos y saber que sientes, pero también necesito tu comunicación, esperemos este diario pueda completar el año y no te quedes o leas solo una parte de él."
10/06/2025;"La madrugada estuvo potente, nuevamente seguimos peleando y ya no sé que hacer, hoy lo sentí fuerte que ya ni podía hablar, solo estaba escribiendo, luego en la mañana con la parte del trabajo solamente me dijiste que no estabas de ánimo para hablar y esta bien, toma tu tiempo, quiero resolver estooo, se supone que todo bien, ya tenía unas rositas listas para ti, te las fui a dejar en la puerta porque no querías verme, después soy obstinado así que regresé y empezamos a hablar y resolver, te iba a subir a la tienda, pero empezó a llover y pueees ni modoooooooo, me quedé jajajaja dormir juntitos estuvo bonito, aunque ya habíamos dicho que no volvería a pasar ;( "
11/06/2025;Pues ya de madrugada regresé a mi casa y todo fresh, no fuimos por cafecito y pie, porque estaba lloviznando entonces solo me vine a casa, todo el día estuvo tranqui, las cosas mejorando, ya en la noche pasé por ti y fuimos a la tienda, nuevamente una mini discusión, digo mini, porque no pasó  a mayores, realmente no sé si soy yo el del problema por querer cosaas, pero ahí vamos mejorando .
12/06/2025;Hoy te mediste el azúcar jajaja estás bastante bien, tienes 98 y debe estar en rango de 75-140, así que todo bien, tengo exposición fui a comprar ChaoMein, porque el martes habías mencionado que tenías ganas, así que expuse en tu cuarto, que arriesgado estar exponiendo a escondidas jaajjajaa luego comimos y todo fresh, a mimir juntitooos
13/06/2025;"Día fresh, seguimos sin ir al gym, el día normal, de trabajo y todo eso, actualmente está lloviendo mucho, por lo que no nos podremos ver :( aunque al final si se pudo jajaja me pareció gracioso porque tú mamá me dijo que tú me debías invitar y que por ella no había problema, luego tú me dices que depende de tu mamá y que por ti está bien JAJAJAJA bien graciosa la situación, luego fuimos a ver una lavadora y no pude mover el carro ;( se trabó el freno de mano o simplemente no le encontré el modo jajaja"
14/06/2025;Hoy me empezaste a ayudar con la maqueta de mi proyecto, graciaaas por esa ayuda, te noté extraña, quisé preguntarte y platicar, pero me alejaste, no me sentía tan cómodo porque hay veces que no te entiendo mi amor, pero con el tiempo se empezó a solucionar, fuimos a tomar un atol y luego a Zaragoza, estuvimos jugando futbolito con tu papá y hermanos, estuvo shidooooo, mi padre me llamó, pero no le pude contestar y cuando regresé a casa tuve un platica extensa con mi familia.
15/06/2025;Comenzamos el día con dominical y luego a comer camarones y mojarra jajajaja pasar todo mi domingo contigo es bonitooooo, incluso en la noche ya estaba invitadooo jajaja pero mi padre me llamó para contarme un situación que tú ya conoces, entonces tocó ir y hablar, aunque ya sabía me dolió de igual manera. 
16/06/2025;No me siento bien, todo el caso con mi padre me tiene un poquito desconcertado, actualmente solo quiero un abrazo tuyo y así fue, me voy a quedar contigo hoy, subí caminando fresh, aunque no se dio cuenta el señor de siempre, es bonito dormir a tu lado y que me escuches, aunque todo se salió de las manos y dormimos medio molestos, se añaden más cosas a mi cabeza. 
17/06/2025;Ya está todo bien, fuimos por el pie y cafecitoooo, aunque se nos fue el rollo y te llevé hasta tu casa, ya estaba el doncito ahí y también vimos a tu hermano jajajajaja luego llegué a tu casa, como se está haciendo costumbre en las noches y que bonito pasar tiempo a tu lado. 
18/06/2025;"Ibamos a ir al gym, pero estaba lloviendo, aunque después se quitó y ya fuimos, así que todo bien, en el día normalito, te tocó contar canastas jajaja y yo me fui a hacer un corte de cabello, esperaba que me dijeras guapo o algo así ;( me estaba sintiendo demasiado mal, hasta me dolió la cabeza, pero luego te acercas, me abrazaste (Eso necesitaba) y me empecé a calmar, terminé mi examen y todo bien. "
19/06/2025;"Hoy no fuimos al gym, me quise desviar porque ya no aguantaba y quería que alguien me escuchara, el día estuvo bien y tranquilo, la cabeza mantiene dolor, después en la noche llegué a grabar mi video y todo bien, luego nos molestamos (nuevamente ;() y yo fui a comer con mi familia para hablar de nuestra situación, regresé, hablamos en llamada un tiempo extenso y por un momentó pensé que habíamos solucionado todo."
20/06/2025;"Que día más pesado, la verdad ha estado complicada y tensa la situación si bien quiero darte tu espacio sin hablar, está complicado aguantar, fui a hablar contigo y tu recibimiento me hizo cambiar, un abracito y escuchar ""amor"" fuaaaa, me cambió totalmenteeee, y pues de una vez me quedé a mimir jajajaja cosa que estuvo shidaaaa, nos bañamos juntitooos aunque no querías JAJAJAJ pero se dioooooooooooooooooooooooooo JJAJAJA "
21/06/2025;Hoy día sábado tu día estuvo bastante tranqui, no tienes mucho por hacer en el trabajo, por la tarde te fui a ver, estaba lloviendo así que me mojé un poco jajajaa luego fuimos a tu casa a crear la página para la venta de autos de tu papá, fuimos a probar el nuevo carro y todo fresh, hoy iré con mis amigos a animar al compa José, ya no hablamos después, solo mi papá me llamó para hablar y yo de pilás le dije que quería conocer a la otra mujer, me dijo que mañana me llamaría. 
22/06/2025;Dominguito con inicio bastante bonito, pero luego al medio día todo se descontrola, terminamos peleados, como se está volviendo costumbre, tú me dejas con la pizza en la mano, aunque luego regresaste, fuiste al baby shower y que calidad, yo terminé hablando con mi padre, una revuelta de sentimientos, medio hablamos al final, pero no sé, siento que no solucionamos nada. 
23/06/2025;Medio día de tensión, sigues molesta, yo no sé que hacer, pero al final fuimos a comer, aunque fue más que todo a tomar un café durante tu hora de almuerzo, platicamos y se empieza a solucionar todo, es bonito que podamos arreglar todo hablando y que las cosas mejoren, al terminar el tiempo empezó a llover, así que nos mojamos jajajaa luego por la tarde nos vimooooooos, estuvimos un tiempo shidito en tu casa, me gusta pasar tiempo a tu lado, no me cansaré de decirlo. 
24/06/2025;Comenzamos el día potente en el gym, te molestaste, te dejé sola, luego me fui a las bicis, al ratooooo decidiste subir, seguías igual, quería esperarte afuera, pero te pusiste en el plan de que no querías regresar conmigo, dijiste cosas que dolieron, como que no me amabas, te habías cansado de mí, no sentías lo mismo y cosas de ese estilo, al final te convencí de irte a dejar, las cosas empezaron a solucionarse durante la mañana y por la tarde volvimos a comer algo en tu hora de almuerzo, para iniciar con el plan, quedada MAYOR, donde desde hoy me quedaré contigo, hasta el día jueves que pedirás descanso, la entrada terminó siendo más sencilla de lo que creíamos. 
25/06/2025;Que bonito despertar sin tener la preocupación de madrugar para salir corriendo, pasé el día un tantito aburrido jajajaja aunque entretenido viendo Naruto y partiditos, ya no podía esperar a recibirteeeeeeeeeeeeeeeeeeeeee, que alegría que estés de regreso, hicimos muchaaaaas cosaaas, nos disfrutamos bastante, al final hice algo que estuvo muy mal, eso nos arruinó por completo la noche, lo que prometía ser algo de risas y mascarillas, al final terminó siendo una noche de llanto y de incertidumbre, sobre el viajecito de mañana. 
26/06/2025;Se dio nuestra escapadaaaaaa, fuimos al IRTRA y la pasamos calidad, aunque al salir de tu casa tuve un gran susto, porque justo tu papá iba saliendo, cuando yo iba a abrir la puerta, que sustooooo, pasamos increíble el día, luego fuimos a buscar un lugar para comer sushi, pero resulta que ya estaba cerrado, fuimos a miraflores a comer sushi y comprar zapas, que susto nos pegamos después de que tu hermano te enviará fotos de que estaba ahí en el mismo comercial, y más el susto que nos llevamos al verlo en las gradas, salimos corriendo y manejando full bajó la lluvia, terminamos llegando a casa todos mojados, directamente entramos a bañarnos y que bonito todo el día a tu lado. 
27/06/2025;"Amanecí contigo nuevamenteeeeee, aunque hoy fue el último día que mimí contigo ;( salimos a Burguer a tomar un cafecito, luego me acercaste mientras esperaba a que abrieran el parqueo para sacar mi moto, luego en media hora fui al baño, me bañé, me cambié y salí corriendo para estar en el viajecito a Xela, estuvo calidaaaad, aunque aún tenía los nervios de que tu mamá en cualquier momento dijera algo de que tu hermano le había contado algo, el paseo por allá estuvo alegre, al igual que estaban ricos los tacos que fuimos a probar, en el regreso todo iba muy bien, hasta que recibiste una llamada, la verdad me dolió o no sé que sentimiento me dio el saber que ""Don Llamadas"", terminó siendo Bryan, era algo que en ningún momento pasó por mi cabeza, pero bueno, me siento muy raro al respecto, luego ayudamos a tu abuela a ir a casa, estuve platicando un rato con ella mientras tú le hacías de cenar. "
28/06/2025;Hoy si o sí, tenemos que ver la serie jajaajaj y directamente ese fue el plan del día, ver la serie, la nueva tempo del juego del calamar, desde que llegué a la tienda, hasta que terminamos de ver el último episodio en tu casa, la verdad todo estaba siendo tan bonito, hasta que mencionas lo mismo de hacerte sentir insegura, terminamos maaaal el día. 
29/06/2025;No estabámos bien durante la mañana, al medio día cuando te quise acompañar estuvimos muy a punto de que no pasaramos la tarde juntos, luego escuché que Anderson me dijo que si me quedaría para ver el partido de Guatemala, la tarde estuvo taaan bien, momentos en los que te fui a abrazar y todo bonito, besitos y abrazos, bajamos y todo seguía bien, pero antes de irme a la iglesia todo se sintió bastante diferente, terminando la igle que potente estuvo, ya lo veía como la despedida definitiva, pero a pesar de que yo creía estar seguro de que podría aceptarlo, la verdad es que no, se me complica demasiado el dejarte ir, realmente quiero que seas tú.
30/06/2025;Día de descansito, tu fuiste al mercado tempranito con tu familia, yo fui a desayunar con mi mamá y hermana, luego por la tarde hicimos las banderillas, que la verdad considero que quedaron maso jajajajja no estaban, taaaan shidas, pero estaban ricas y comibles jaajajjaja y hoy hay quedadaaa, compré cositos para ducharnos, exfoliante, cremita y luego un masaje, uno para mí y uno para ti, que bonito disfrutar tanto contigo, enserio que estos momentos me hacen pensar, porque a veces peleamos tanto, si nos amamos así cuando estamos juntos. 
1/07/2025;Hoy comenzamos fuerte ajjaja en todo el sentido de la palabra, te sentías mal, con naúseas y decidí llevarte un par de pastillas, para que se te quitara, al regresar terminé chocando y terminé todo raspado jajajaja y lastimado, la moto quedó chueca, pero en fin así pasó jajajjaja luego en la tarde la llevé a la agencia, empecé a cotizar lo que se necesitaba y todo, tú me estabas acompañando por cualquier cosa, luego en el regreso pasaron cosas en la casa y solo fui a dejar mi moto contigo, porque ibas a preguntar con el doncito de ahí, me llevaste a casa y todo tranqui, luego me llevaste al IGSS, enserio gracias por tu compañia, no sabes cuanto amo que estés conmigo y poder contar con tu apoyo, te amo preciosa de mi vida. 
2/07/2025;Hoy juega Guateeeeee, voy a ver el partido contigooooo, quería mi camisola de Guate, pero la verdad no conseguí una azulita que quería jaja luego justo sale una publicación de una conocida tuya y me la contactaste jajajaja no resultó ser lo que esperaba, vimos el partido y todo shido, luego me regresaste a casa jajajajajaja que bonito día a tu lado, te amoooooooooooooo. 
3/07/2025;Por estar herido no podemos ir al gym jajajaja pero bueno, continuaaa el descansoooo, hoy estuviste haciendo inventario y como me gusta que me compartas lo que haces, con fotitas y todo mi cielo, te amo tantooo, habíamos quedado en ir a una cafetería hoy, pero al final no se pudo, porque no muy quería el tema de permiso, hoy terminamos quedando en que no nos veríamos, luego recibí un mensaje que llegara jajaja entonces siempre sí nos vimos, llegué caminando esta vez y luego me viniste a dejar, te amo tantoo preciosa, sigamos estando juntos y amando cada momento.
4/07/2025;"Hoy te tocó ir a la granja y aún no me traes mi quesito ;( maaaaaaaal, teníamos idea de ir por a la cafetería hoy, pero al final, no se pudo mi amor, pedí permiso, pero brutalmente ignorado jajaja luego tu escribiste, pero no recibiste respuesta, entonces mejor, neeeh, lo que si hubo fue quedadaaaaa ajajajjajaja que bonitoooooooooooooooo, corrida jajaja pero quedada al final de cuentas, amo dormir contigooo, me estoy acostumbrandoooo 😵‍💫😵‍💫"
5/07/2025;"Se complicó la vuelta, se complicó la vueltaaaaaaaaa, no pude salir temprano, afortundamente pude poner excusa para faltar a mi chambita de sábado, que nervios tuve cuando intente salir porque no había nadie en tu casa y luego antes de cerrar la puerta de tu casa veo un carro subir, se me fueee todooooo, lo bueno es que había dejado abierta la ventana de tu cuarto por cualquier cosa que tuviera que regresar rápido jajaja luego fuimos a buscar decoración, luego regalo y así estuvo nuestra vuelta de hoy antes del cumpleaños, la fiesta y todo alegre, luego me fui a un partido que no pude jugar ;( jajajajaj pero si quería y mucho entrar a jugar ;( "
6/07/2025;Esta vez no quiero entrar en detalles, solo diré que estamos molestos, nos arreglamos, en la noche te llevé tus zapas (las que vamos a combinar) y me fui un poquito antes, porque al parecer iban a hablar o discutir algo de familia, todo tranqui, terminamos el día bien y eso está shido, me fui a comer un Croissant a la puma porque tenía hambre jajaja
7/07/2025;Hoy iniciamos el día muy chill de trabajo, pero ya pensando en nuestro día de novios completo del viernes, que veremos alguna serie todo el día, vamos a despertar tarde y comer muchos ricitos, AMOOOOO este plan, ya quiero que llegue jajajajajaj que se de, que se de, ya lo quieroooooo jajaja más tarde tocó reunión general en la igle y combinamos bien considero yo, color beige jajaja tonos no tan iguales, pero algo combinados jajajaja luego empezó a llover jajajajja tu papá nos fue a traer con sombrillas, tengo la escena cuando te doy la mano para que saltes el gran río de agua que había enfrente y no sé porque me encanta esa escena jaaja, luego platicamos un rato con tu mamá y tocó irse jajaja
8/07/2025;"Hoy vino mi loderaaa jaajja seguimos sin moto ;( me habías dicho que harías algo hoy con tu mamá y por eso no nos veríamos, luego solo pasé a dejarte la lodera, pensamos en subir un ratito a la tienda, pero las respuestas indicaban que mejor no subiera jajaja así que decidí ir a echar un cortecito de cabeshoooooo jajaja luego estaba con unas ganas de tortaaaaaaaaaaaaaaaaaaaaaaaaaaaas jajajajaja pasé comiendo y directo a casita, llamadita nocturna que nunca me falteeeeeeeeeeeeeeeeeeee, AMO saber que estás durmiendo conmigo, aunque sea a distancia. "
9/07/2025;Día muy chill, la verdad no hay mucho que destacar, más que por la tarde fuimos a suma a comprar, aprovechando que ibamos compramos cositas para el vierneeeees, nos empezamos a preparaaaar jajaja y de una las pasamos dejando a tu casa para luego subir a la tienda un rato, luego fuimos por pancito, para unos con jamón y rico, luego solo nos despedimos afuerita, besitos y listoo mi cielo, un día más a tu lado, un día más amandoteeeee.
10/07/2025;Seguimos sin ir al gym jajaj ya quiero regresaaaaaaaar, nuestra mañana estuvo fresh, tu estuviste full enfocada en la serie que estás viendo, <b>La brea</b>, mientras yo estuve trabajando en cosas que debo dejar listas para nuestro día de mañanaaaaa, espero que podamos disfrutar muchooo, por la tarde entre de una vez a tu casa jajaja porque no había nadie, luego llegó tu papá y que siempre sí hay cena con la clase de ovejitas ajjaja tocó salir corriendo, aunque más susto nos llevamos cuando él entro a ver lo de las goteras en tu cuarto y yo estaba escondido en el baño jajajaja ay no, que nervios giganteeeeeeeeeeeeeeeees jajajaaj fuimos a la cena y luego regresé a las 10 para entrar, no teníamos sueño, estuvimos hablando mucho sobre nuestro futuro, realmente espero que lo que hablemos lo podamos cumplir, hay que seguir trabajando duro y más duro, te amo preciosa de mi corazón.
11/07/2025;Bonito empezar un nuevo mes contigo, estando todo un día contigooooo, amor que momentos tan bonitos vivimos hoy, pasamos un día de cumplimos mes, todo el día juntooos, te amo tantooooooo, vimos 3 películas, amé mucho tu trato hacia mí cuando me dolía mucho la espalda superior, sentir como este día fuimos taan únicos, descubrimos facetas del otro y experimentamos estar un día completo juntos, te amo y ya quiero que esto se repitaaaaaaaaaaaaaaaaaaaaaa. 
12/07/2025;"Todavía logramos dormir un ratito más antes de iniciar nuestra jornada laboral, hoy toco salir tempranito y solo jajaja se acabo nuestros días juntos ;( hoy hay rositas blancaaaaaaaas, espero te hayan gustado bastante, hicimos pepinos locoos jajajaja y luego nos fuimos un ratito por churros, al fin comí jajajajaja que bonito pasar tiempo a tu lado. "
13/07/2025;"Hoy me tocó pasar a dar mi lección, no me prestate atención ;( pero luego fresh, hoy te fuiste solita a tu casa, no me esperaste 2 ó 3 minutos, fuimos a comprar cositas para el ceviche y todo salió shido, que bonito cocinar contigo jajaja primera experiencia y me gustó bastanteeeee, luego a pintarte las uñaaaaaas, que sin duda era algo que ya quería de hace tiempo, iglesia y ahora sopas coreanaas, luego jugamos UNO extremo, amor, que bonito ver esa sonrisa y amé ver todas tus expresiones al momento de jugar, en la noche una llamadita que terminé arruinando por enviar una imagen de lo que me gustaría sentir como hombre, recibir detalles y un ""vamos a vernos"", todo se desató con eso. "
14/07/2025;"Hoy no dormimos mucho, bueno, tú no dormiste nada, pasamos hablando muy tarde, incluso ya ni hablando, ya no sé que pensar, amo estoy contigo, amo que seas mi pareja, pero me dejaste con una frase <b><i>¿Realmente quieres estar conmigo así?""</i></b>, cuantas veces te he dicho que yo solo quiero estar contigo, pero si esto realmente no va a funcionar, ya no sé, propuse poner la situación en oración y que realmente Dios decidiera, pusimos un número de 0-9 y si coinciden es porque no podemos seguir juntos, lo establecí así porque realmente quiero seguir contigo y hay probabilidades de que no coincidamos y solo 1 de 10 posibilidades de que si coincida, pero si coincide será una respuesta, NO QUIERO dejarteee, realmente NO QUIEROOOO, pero siento que ya estamos peleando mucho  y siempre regresamos a lo mismo, pasamos momentos bonitos y todo, pero luego una palabra, una frase, una acción derrumba todo, mi corazón me duele como no tienes idea, pediste que ya no te dijera apodos ni te hablara por hoy, me fue díficil, pero ni modo tocó. "
15/07/2025;"Quedamos en platicar hoy sobre esta situación, hoy obtendremos la respuesta, no hemos hablado en todo el día, eso me pone mal, porque solo espero un mensaje tuyo, quisiera recibir un mensaje tuyo, quiero hablar contigoo, me haces mucha falta, si estás leyendo esto antes de que acabe el año, fue porque hasta acá llego <i>""Mi diario, 365 días juntos""</i>, si terminamos y después de todo lo que estás leyendo hay posibilidades de regresar, yo estaría encantado, siempre te esperaré con mis brazos abiertos, mi amor preciosa. La canción que me dolerá hasta el alma si llegamos a terminar:<br><br> <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QxWxDGRRR_M?si=RuS5YHMWFzwxC0L0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>"
16/07/2025;Continuaaaa la redacción de nuestro diario, estuvo complicado el día de ayer, complicadooooo, pero se logró, seguimos juntos, espero que logremos mantenernos así mi amor, tienes mi promesa con ese anillo, de que vamos a estar juntos, incluso tuvimos quedada hoy, que nervioooooooooos la entrada de hoy jajajaja se me olvidaba destacar los croissant de nutella con fresa, que quedaron bastante buenooooooooos.
17/07/2025;"Detalles del día :o me tocó atender la tienda jajajajaja primeraaa vez que me dejan encargado y tocó hacer de todooooo, atender, hacer chocos, calcular una libra con las palanganas, de todoooooo jajajajajaj pero bueno, estuvo alegre mi cielo, ya mañana o pasado se resuelve la incógnita del ""Que bien, que bien, ya todo está bien"" veremos si pasa"
18/07/2025;"Hoy hicimooooos Top-Top´s, la verdad que estaban bieeen ricooos jajaajja estuvo alegre todo, me dio mucha risa que me hayas dado una nalgada justo enfrente de tu mamá JAJAJAA de seguro cuando vuelvas a recordar esto te pondrás un poco rojita jajajajajaja  TE AMOOOO preciosaaaaaaaaaaa, empieza la cuenta regresiva de días juntos, antes de que empiece la U ;( y actualización del caso, seguimos esperando el ""Que bien, que bien, ya todo está bien"""
